House_Price,Is_Park_Opened,Distance_to_Park,House_Area,Year_Built,Average_Income
360290.08049184363,1,2.7440675196366238,105.0170329328016,2008,40149.84277952764
385180.3059503012,0,3.5759468318620975,94.64362694962074,2020,24032.20253973176
329468.9645851404,1,3.0138168803582195,60.289938635599405,2008,21737.611179103256
378124.6822765947,0,2.724415914984484,102.87912974588494,1981,73571.0369670027
359181.4960394617,0,2.1182739966945237,84.82940694465123,1982,99219.89382429949
337209.31217328407,0,3.2294705653332807,164.43910070325026,2009,79664.87448415585
375594.57756219414,1,2.1879360563134624,66.7442449784392,1980,47717.40469993177
357515.7132844929,0,4.4588650039103985,71.55215629313076,1987,25382.938385037352
400948.0439196011,0,4.818313802505147,91.77654513171709,1985,58091.117952588924
366065.19459107023,1,1.9172075941288886,93.20402440029576,2007,71270.70548235023
385351.9799819287,0,3.958625190413323,176.94574050441696,1982,56675.9176041008
388817.7486647712,0,2.644474598764522,168.6925484675731,1980,84858.45216888539
396411.1365783895,1,2.8402228054696614,136.7953449807838,1984,35211.306715686784
371553.65215419466,0,4.627983191463305,93.288301829007,1991,90987.84799613971
422202.08342724375,1,0.3551802909894347,97.83175298164885,2011,74642.27112921065
431265.86414156336,1,0.43564649850770354,138.8327412473967,2008,98139.48567847765
401919.7809895884,1,0.1010919872016286,160.9799838147236,2000,44468.38900357936
321435.3411523997,0,4.16309922773969,107.61470826626741,2020,82649.87904510542
375604.81382571027,0,3.8907837547492523,126.43430429665628,1985,46470.333813137506
343104.32035937003,0,4.3500607412340955,183.2049704799041,2016,61835.58454267816
340235.18160004297,0,4.89309171116382,147.46862850626462,1983,42975.72762500343
346419.6632877435,1,3.9957928210836178,130.332519806285,2003,28262.133713598814
306296.0552469634,1,2.3073968112646592,60.68336917128369,2009,29832.05203475983
342388.01811973844,0,3.902645881432277,76.40228176668666,2009,49295.790576790576
351656.6765621851,1,0.5913721293446661,80.14873757234349,2014,21199.696768929873
390948.5479129123,0,3.199605106637619,143.4722438678442,2003,94919.80248589352
352865.5769435154,1,0.716766437045232,66.2169127556825,2018,61981.43097215846
345152.81782785984,0,4.7233445852479194,54.34923049724397,2012,50405.355243186175
396286.58433834347,1,2.6092416087503585,104.0525836477798,1987,95271.7358251613
363114.7781754194,0,2.0733096999526177,157.82887677632115,1996,78696.82885028265
365073.04254412046,1,1.322778060523135,153.98740314530892,2020,44935.28688303039
352992.4597355311,0,3.871168447171083,168.90055279255836,2005,67522.5050770189
401260.1443114864,1,2.2807516610827427,154.4372384403964,1994,64421.99017224988
400712.215899884,0,2.8421697443432423,141.9928367902193,1984,52743.04857022116
404875.76545293187,1,0.09394900218177571,122.92431451364678,1984,20462.770859915552
390876.4588858394,0,3.0881774853793855,81.27474807319558,2007,88910.32700678543
363082.61429316277,0,3.060478613612107,135.28220837849273,1984,64562.00998540685
380137.23108739534,1,3.0846699843737846,145.49371223125115,1986,28981.98422242107
360608.36578956497,0,4.718740392573121,68.56149926220743,2004,38444.113109567865
349090.3553274915,0,3.409101495517417,134.77210079047023,2011,46648.9650180896
333606.6115763268,0,1.79753950286893,64.66230697903273,2004,45925.84645226084
329343.5564099531,0,2.1851597689967073,132.06152034597378,2000,39900.08983958338
334492.2032827177,1,3.4881559796363244,73.83783365279623,2018,20077.843549655645
412487.5586808984,1,0.30112735814634917,67.85203208124994,1984,24719.920535308465
389039.8175424967,0,3.3338335772283383,66.9650084020755,2018,65578.47403467924
353324.7864704131,0,3.353189348090797,186.65379692463603,2020,63945.121589916744
387757.98362599255,1,1.0519128053692044,139.7130976178663,2009,76853.52433372411
413886.49787004146,1,0.6446314882742665,87.52380833032085,2016,68262.08724045526
364159.5880338848,1,1.5771417546209192,60.717331698813716,1983,35048.314310656206
371850.0653210245,1,1.818553854713113,130.4272127768154,1982,63245.31378692909
389445.9327791456,0,2.8509838520893984,71.72044563152129,1981,80911.98133862442
347478.7297384425,0,2.193007567311602,166.7604401606751,1994,21433.668332500525
348146.1500326419,0,4.941869190296131,124.4164484902711,2018,65852.40801213685
376460.8157821056,1,0.5102240537401403,158.96733272860098,2009,74643.58961155507
349175.4033937915,1,1.0443837804741736,109.35898982302132,2017,25392.98349030764
367974.9805447088,1,0.8065475894249813,155.3484116930541,2017,45178.13678276958
297420.08752489346,0,3.265541627326992,152.69215345145182,2004,34270.65750247757
346356.54321217164,1,1.2664580126989105,134.21243121135552,2003,65792.83216449956
376322.8710991294,1,2.331553864281531,176.86094512371943,2004,86019.23985419315
385283.9053998438,0,1.2221279600080137,137.37103604035653,2020,87063.82795235136
350274.455221463,1,0.7948479182275986,136.71656161697334,1984,32959.96496170141
383246.2737410936,1,0.5518757058215257,96.19746610135005,1994,75089.6327587007
374914.383939121,0,3.281647947326367,189.725939917635,1980,70514.83895370229
356188.58189257834,1,0.690914756743069,127.57093573306778,2007,38460.83919388188
411627.0749908191,1,0.9829118084002675,108.75719863603571,1982,39179.95112233334
339389.8001319348,1,1.8436258533048204,131.24634373439264,2007,67653.78969566463
316793.04229377996,1,4.104966149239676,71.78632081021061,1995,27757.361959733993
388566.22561791947,1,0.48550637896530635,89.76878556818073,2003,42874.16647766781
334298.11281924753,1,4.189724537494019,96.00227932547126,1999,73287.00073056985
388920.35137698293,1,0.48049203946981534,127.27381537719819,1983,25671.315623509043
401962.68744056026,0,4.882297325066979,154.32662507116652,2021,98144.02688977052
347251.69840522954,1,2.343256008238508,93.08036931915734,2004,78797.14210213174
308915.2243501151,0,4.883805440951686,70.3648993383337,2021,67899.48097771604
377959.0354556848,0,3.02422759872523,133.88272741628606,1998,63398.699041452506
333966.28257509304,1,3.6963178969915083,178.19747470681307,2018,70788.52891160591
419129.3473430687,1,0.19593896127160337,112.73481295521171,1991,83187.1120311943
361369.225550063,0,1.414034812882048,121.36593634205924,1980,30125.504410758098
362892.0042492723,1,0.6009828060658445,93.38127682322937,2012,60981.53721707044
359503.6700699495,1,1.4807009876107247,171.32511849740803,2010,25068.719227949678
408248.60687352787,1,0.5936385947712203,68.09974180763577,1985,78256.06216075656
330381.6508003185,0,1.5899158969698801,75.66330765381755,1980,66917.42111683649
411370.5781363197,1,2.07131497257335,199.99349191365874,2007,72483.49873573048
382407.10351173073,1,0.3207374817439218,152.332362894428,2010,95492.27248985454
394220.5603146415,1,3.4623605968500994,132.20786098650657,1992,55923.48436957587
332404.7380714034,1,2.8330072710328755,169.2661917737468,2018,45561.367067448904
321940.9217686476,1,1.326947454697227,199.53236820071623,2011,50416.80284904633
345363.97862057434,0,2.6162402673334983,78.63114212761315,2017,92496.10643101443
374482.1641086065,1,0.4697025537922084,168.70895581366642,2019,66095.71833427125
